run,model_name,name,value
2,iris_0,train_secs,2
2,iris_0,train_time,2 secs
2,iris_0,epochs,6
2,iris_0,time/epoch,0.3 secs
2,iris_0,validation_metric,accuracy
2,iris_0,experiment_path,results/iris_0_run
2,iris_0,output_feature_name,class
2,iris_0,output_feature_type,category
2,iris_0,loss,1.02
2,iris_0,roc_auc,0.71
2,iris_0,accuracy,0.703
2,iris_0,accuracy_micro,0.633
